09:54:40.454 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 6.2.3.Final
09:54:41.064 [main] INFO  c.a.n.c.c.i.LocalConfigInfoProcessor - [<clinit>,67] - LOCAL_SNAPSHOT_PATH:C:\Users\lujiaxin\nacos\config
09:54:41.067 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,77] - [RpcClientFactory] create a new rpc client of 8a1c5873-dee5-4605-86dc-fef862ece062_config-0
09:54:41.167 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 62 ms to scan 1 urls, producing 3 keys and 6 values 
09:54:41.207 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 14 ms to scan 1 urls, producing 4 keys and 9 values 
09:54:41.219 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 10 ms to scan 1 urls, producing 3 keys and 10 values 
09:54:41.367 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 145 ms to scan 197 urls, producing 0 keys and 0 values 
09:54:41.381 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 13 ms to scan 1 urls, producing 1 keys and 5 values 
09:54:41.398 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 14 ms to scan 1 urls, producing 1 keys and 7 values 
09:54:41.414 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 14 ms to scan 1 urls, producing 2 keys and 8 values 
09:54:41.566 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 149 ms to scan 197 urls, producing 0 keys and 0 values 
09:54:41.568 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [8a1c5873-dee5-4605-86dc-fef862ece062_config-0]RpcClient init label, labels={module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
09:54:41.568 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [8a1c5873-dee5-4605-86dc-fef862ece062_config-0]Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$330/1367672657
09:54:41.568 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [8a1c5873-dee5-4605-86dc-fef862ece062_config-0]Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$331/1021565761
09:54:41.569 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [8a1c5873-dee5-4605-86dc-fef862ece062_config-0]Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
