14:49:27.106 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 6.2.3.Final
14:49:28.088 [main] INFO  c.a.n.c.c.i.LocalConfigInfoProcessor - [<clinit>,67] - LOCAL_SNAPSHOT_PATH:C:\Users\lujiaxin\nacos\config
14:49:28.093 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,77] - [RpcClientFactory] create a new rpc client of b0631546-e6c7-413e-9fdd-317f555b849f_config-0
14:49:28.149 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 33 ms to scan 1 urls, producing 3 keys and 6 values 
14:49:28.213 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 49 ms to scan 1 urls, producing 4 keys and 9 values 
14:49:28.258 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 37 ms to scan 1 urls, producing 3 keys and 10 values 
14:49:28.640 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 372 ms to scan 239 urls, producing 0 keys and 0 values 
14:49:28.654 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 13 ms to scan 1 urls, producing 1 keys and 5 values 
14:49:28.668 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 12 ms to scan 1 urls, producing 1 keys and 7 values 
14:49:28.679 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 9 ms to scan 1 urls, producing 2 keys and 8 values 
14:49:28.850 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 169 ms to scan 239 urls, producing 0 keys and 0 values 
14:49:28.857 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [b0631546-e6c7-413e-9fdd-317f555b849f_config-0]RpcClient init label, labels={module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
14:49:28.858 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [b0631546-e6c7-413e-9fdd-317f555b849f_config-0]Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$329/645875534
14:49:28.858 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [b0631546-e6c7-413e-9fdd-317f555b849f_config-0]Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$330/2054451662
14:49:28.859 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [b0631546-e6c7-413e-9fdd-317f555b849f_config-0]Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
14:49:28.860 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [b0631546-e6c7-413e-9fdd-317f555b849f_config-0]RpcClient init, ServerListFactory =com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
14:49:28.868 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [b0631546-e6c7-413e-9fdd-317f555b849f_config-0] Try to connect to server on start up, server: {serverIp='127.0.0.1', server main port=8848}
14:49:32.233 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [b0631546-e6c7-413e-9fdd-317f555b849f_config-0] Try to connect to server on start up, server: {serverIp='127.0.0.1', server main port=8848}
14:49:34.307 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [b0631546-e6c7-413e-9fdd-317f555b849f_config-0] Try to connect to server on start up, server: {serverIp='127.0.0.1', server main port=8848}
14:49:36.371 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [b0631546-e6c7-413e-9fdd-317f555b849f_config-0] try to re connect to a new server ,server is  not appointed,will choose a random server.
14:49:36.371 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [b0631546-e6c7-413e-9fdd-317f555b849f_config-0]Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
14:49:36.372 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [b0631546-e6c7-413e-9fdd-317f555b849f_config-0]Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$4
14:49:36.522 [main] INFO  c.a.n.c.c.i.Limiter - [<clinit>,56] - limitTime:5.0
14:49:36.865 [main] INFO  c.a.n.c.c.u.JvmUtil - [<clinit>,53] - isMultiInstance:false
14:49:37.906 [main] INFO  c.r.f.ParkingFeeApplication - [logStartupProfileInfo,646] - The following 1 profile is active: "dev"
14:49:40.584 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [b0631546-e6c7-413e-9fdd-317f555b849f_config-0] fail to connect server,after trying 1 times, last try server is {serverIp='127.0.0.1', server main port=8848},error=unknown
