21:55:15.180 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 6.2.3.Final
21:55:16.238 [main] INFO  c.a.n.c.c.i.LocalConfigInfoProcessor - [<clinit>,67] - LOCAL_SNAPSHOT_PATH:C:\Users\lujiaxin\nacos\config
21:55:16.249 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,77] - [RpcClientFactory] create a new rpc client of a3a923d8-2b7f-49a9-8806-97f430fa1664_config-0
21:55:16.372 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 80 ms to scan 1 urls, producing 3 keys and 6 values 
21:55:16.452 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 42 ms to scan 1 urls, producing 4 keys and 9 values 
21:55:16.510 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 49 ms to scan 1 urls, producing 3 keys and 10 values 
21:55:16.926 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 408 ms to scan 197 urls, producing 0 keys and 0 values 
21:55:16.990 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 63 ms to scan 1 urls, producing 1 keys and 5 values 
21:55:17.035 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 39 ms to scan 1 urls, producing 1 keys and 7 values 
21:55:17.078 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 37 ms to scan 1 urls, producing 2 keys and 8 values 
21:55:17.455 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 371 ms to scan 197 urls, producing 0 keys and 0 values 
21:55:17.464 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [a3a923d8-2b7f-49a9-8806-97f430fa1664_config-0]RpcClient init label, labels={module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
21:55:17.465 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [a3a923d8-2b7f-49a9-8806-97f430fa1664_config-0]Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$330/42820240
21:55:17.466 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [a3a923d8-2b7f-49a9-8806-97f430fa1664_config-0]Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$331/1822434669
21:55:17.468 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [a3a923d8-2b7f-49a9-8806-97f430fa1664_config-0]Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
21:55:17.471 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [a3a923d8-2b7f-49a9-8806-97f430fa1664_config-0]RpcClient init, ServerListFactory =com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
